genres,acousticness,energy,danceability,tempo,valence,speechiness,liveness,instrumentalness
indie r&b,0.0422,0.798,0.595,90.002,0.552,0.0327,0.215,0.153
indie r&b,0.00832,0.948,0.58,134.029,0.484,0.0362,0.111,0.117
indie r&b,0.000244,0.945,0.582,117.974,0.489,0.0423,0.0486,0.571
indie r&b,0.146,0.58,0.59,188.932,0.3,0.0514,0.12,0.000875
indie r&b,0.00643,0.885,0.614,141.976,0.68,0.0498,0.275,0.00246
indie r&b,0.000832,0.623,0.64,114.976,0.331,0.0295,0.125,0.025
indie r&b,0.00112,0.89,0.478,215.112,0.647,0.165,0.373,0.72
indie r&b,0.000262,0.732,0.619,128.399,0.233,0.0267,0.35,0.893
indie r&b,0.608,0.411,0.48,143.745,0.482,0.0441,0.372,0.000323
indie r&b,0.00109,0.63,0.699,111.983,0.596,0.0299,0.26,0.0637
swedish indie rock,0.000273,0.749,0.705,120.028,0.593,0.0366,0.0936,0.442
swedish indie rock,0.021,0.633,0.643,114.007,0.527,0.0288,0.243,0.175
swedish indie rock,5.1e-05,0.827,0.586,111.983,0.367,0.033,0.0957,0.0925
swedish indie rock,0.000455,0.671,0.502,158.047,0.815,0.0511,0.105,0.0046
swedish indie rock,0.00065,0.779,0.512,129.934,0.316,0.0412,0.225,0.00318
swedish indie rock,0.0011,0.707,0.553,128.018,0.329,0.0431,0.108,0.0731
swedish indie rock,0.00501,0.723,0.592,94.028,0.698,0.0291,0.0892,0.0117
swedish indie rock,0.0014,0.783,0.558,126.104,0.562,0.0433,0.224,0.113
swedish indie rock,0.000504,0.609,0.572,123.037,0.422,0.042,0.125,0.0784
swedish indie rock,0.00205,0.648,0.671,114.027,0.412,0.0301,0.113,0.00404
swedish indie rock,0.000309,0.548,0.434,75.021,0.238,0.0289,0.177,0.101
indie rock,0.559,0.425,0.552,110.294,0.269,0.0304,0.201,0.928
indie rock,0.156,0.906,0.659,94.997,0.778,0.0428,0.105,3.27e-06
indie rock,0.00757,0.638,0.619,75.224,0.599,0.0286,0.104,1.62e-05
indie rock,0.0138,0.822,0.681,105,0.88,0.0483,0.08,0.000339
indie rock,0.0595,0.819,0.651,96.532,0.754,0.0379,0.144,0.00297
indie rock,0.0102,0.957,0.65,128.009,0.861,0.0439,0.193,0.0125
indie rock,0.0769,0.505,0.557,108.166,0.458,0.0273,0.0909,0.0243
indie rock,0.0148,0.848,0.553,88.529,0.832,0.025,0.313,0.00346
indie rock,0.0159,0.949,0.396,88.435,0.656,0.0637,0.0899,0.000789
indie rock,0.255,0.772,0.588,132.307,0.618,0.0429,0.111,0.102
indie rock,0.2,0.579,0.333,75.431,0.662,0.0489,0.131,5.94e-06
indie rock,0.139,0.451,0.618,137.031,0.362,0.0821,0.11,0
indie rock,0.0462,0.817,0.452,155.103,0.504,0.0482,0.153,0.12
indie rock,0.0323,0.9,0.589,95,0.716,0.0296,0.32,0
indie rock,0.0415,0.562,0.449,120.964,0.367,0.0347,0.105,0.885
indietronica,0.014,0.816,0.568,125.033,0.314,0.0281,0.155,0.000231
indietronica,0.261,0.844,0.643,104.993,0.781,0.0337,0.0925,0
indietronica,0.0336,0.681,0.819,108.989,0.929,0.0308,0.1,2.08e-06
indietronica,0.124,0.832,0.596,111.112,0.877,0.036,0.0467,0
indietronica,0.0586,0.898,0.623,123.017,0.78,0.0402,0.137,1.77e-05
indietronica,0.242,0.475,0.27,102.477,0.166,0.0296,0.0525,1.29e-05
indietronica,0.0176,0.906,0.572,99.993,0.365,0.0502,0.0492,0
indietronica,0.0167,0.711,0.385,187.717,0.331,0.0588,0.11,0
indietronica,0.000781,0.786,0.545,135.02,0.698,0.034,0.0877,0
indietronica,0.0543,0.714,0.174,131.65,0.435,0.0387,0.338,4.42e-06
indietronica,0.859,0.589,0.61,142.069,0.75,0.0415,0.311,1.44e-06
indietronica,0.0251,0.586,0.735,114.97,0.558,0.0319,0.0543,0.000403
indietronica,0.0753,0.474,0.291,130.586,0.204,0.0289,0.0976,0.00699
indietronica,0.831,0.508,0.518,94.072,0.153,0.0325,0.114,0.125
indie folk,0.481,0.423,0.634,118.867,0.587,0.0279,0.125,0.00628
