genres,acousticness,energy,danceability,tempo,valence,speechiness,liveness,instrumentalness
progressive electro house,0.00305,0.907,0.775,127.968,0.196,0.109,0.383,0.885
electro house,0.0868,0.865,0.736,127.991,0.298,0.405,0.11,0.78
progressive electro house,0.0868,0.865,0.736,127.991,0.298,0.405,0.11,0.78
electro house,0.000285,0.881,0.678,127.996,0.363,0.0856,0.317,0.026
progressive electro house,0.000285,0.881,0.678,127.996,0.363,0.0856,0.317,0.026
electro house,0.00822,0.785,0.649,127.001,0.396,0.0438,0.0791,0.877
progressive electro house,0.00822,0.785,0.649,127.001,0.396,0.0438,0.0791,0.877
electro house,0.0126,0.953,0.809,120.037,0.862,0.0593,0.178,0.915
progressive electro house,0.0126,0.953,0.809,120.037,0.862,0.0593,0.178,0.915
electro house,0.0102,0.993,0.757,123.985,0.504,0.0514,0.104,0.817
progressive electro house,0.0102,0.993,0.757,123.985,0.504,0.0514,0.104,0.817
electro house,0.000355,0.874,0.834,124.01,0.715,0.0505,0.178,0.915
progressive electro house,0.000355,0.874,0.834,124.01,0.715,0.0505,0.178,0.915
electro house,0.0121,0.872,0.81,123.997,0.432,0.0489,0.0563,0.922
progressive electro house,0.0121,0.872,0.81,123.997,0.432,0.0489,0.0563,0.922
electro house,0.0152,0.958,0.841,124.98,0.621,0.065,0.0568,0.834
progressive electro house,0.0152,0.958,0.841,124.98,0.621,0.065,0.0568,0.834
electro house,0.000181,0.907,0.805,125.021,0.433,0.0503,0.0556,0.873
progressive electro house,0.000181,0.907,0.805,125.021,0.433,0.0503,0.0556,0.873
electro house,0.0011,0.94,0.853,123.991,0.623,0.163,0.0786,0.524
progressive electro house,0.0011,0.94,0.853,123.991,0.623,0.163,0.0786,0.524
electro house,0.000334,0.895,0.808,125.002,0.807,0.0509,0.044,0.906
progressive electro house,0.000334,0.895,0.808,125.002,0.807,0.0509,0.044,0.906
electro house,0.0321,0.922,0.805,126.009,0.576,0.0961,0.0731,0.83
progressive electro house,0.0321,0.922,0.805,126.009,0.576,0.0961,0.0731,0.83
electro house,0.0662,0.97,0.798,127.011,0.417,0.0506,0.0736,0.829
progressive electro house,0.0662,0.97,0.798,127.011,0.417,0.0506,0.0736,0.829
electro house,0.0211,0.736,0.832,126.005,0.616,0.119,0.104,0.805
progressive electro house,0.0211,0.736,0.832,126.005,0.616,0.119,0.104,0.805
electro house,0.0055,0.842,0.61,128.015,0.189,0.0767,0.0352,0.195
progressive electro house,0.0055,0.842,0.61,128.015,0.189,0.0767,0.0352,0.195
electro house,0.000543,0.888,0.646,127.996,0.108,0.0659,0.122,0.27
progressive electro house,0.000543,0.888,0.646,127.996,0.108,0.0659,0.122,0.27
electro house,0.004,0.909,0.736,128.008,0.157,0.0869,0.307,0.363
progressive electro house,0.004,0.909,0.736,128.008,0.157,0.0869,0.307,0.363
electro house,0.00764,0.907,0.81,124.007,0.306,0.0557,0.135,0.804
progressive electro house,0.00764,0.907,0.81,124.007,0.306,0.0557,0.135,0.804
electro house,3.47e-05,0.478,0.803,124.995,0.476,0.0756,0.0495,0.886
electro house,0.0376,0.901,0.711,129.015,0.861,0.0482,0.0502,0.882
electro house,0.000355,0.993,0.742,128.026,0.33,0.0713,0.113,0.942
electro house,0.0131,0.892,0.72,128.029,0.896,0.126,0.0756,0.263
electro house,0.0612,0.975,0.799,128.005,0.285,0.0803,0.0693,0.879
electro house,0.000198,0.669,0.828,127.967,0.635,0.127,0.0551,0.271
electro house,2.17e-05,0.713,0.716,127.985,0.509,0.0523,0.671,0.769
electro house,8.84e-05,0.844,0.611,129.014,0.724,0.0378,0.352,0.0494
electro house,0.0159,0.747,0.849,127.981,0.611,0.299,0.243,0.934
electro house,9.76e-05,0.605,0.867,128.013,0.371,0.21,0.0762,0.105
electro house,0.00666,0.806,0.723,124.976,0.55,0.0521,0.276,0.876
progressive electro house,0.00666,0.806,0.723,124.976,0.55,0.0521,0.276,0.876
electro house,1.85e-05,0.965,0.605,128.016,0.185,0.0473,0.0669,0.87
progressive electro house,1.85e-05,0.965,0.605,128.016,0.185,0.0473,0.0669,0.87
electro house,0.0479,0.561,0.648,124.999,0.103,0.0503,0.0781,0.156
progressive electro house,0.0479,0.561,0.648,124.999,0.103,0.0503,0.0781,0.156
electro house,0.000643,0.821,0.733,128.013,0.611,0.0991,0.0617,0.373
progressive electro house,0.000643,0.821,0.733,128.013,0.611,0.0991,0.0617,0.373
electro house,0.000368,0.842,0.727,125.003,0.586,0.0572,0.088,0.0149
progressive electro house,0.000368,0.842,0.727,125.003,0.586,0.0572,0.088,0.0149
electro house,0.000215,0.878,0.625,128.035,0.255,0.138,0.0847,0.927
progressive electro house,0.000215,0.878,0.625,128.035,0.255,0.138,0.0847,0.927
electro house,0.0144,0.88,0.632,129.007,0.326,0.0463,0.118,0.0021
progressive electro house,0.0144,0.88,0.632,129.007,0.326,0.0463,0.118,0.0021
electro house,0.000635,0.871,0.631,125.022,0.281,0.0585,0.545,0.00775
progressive electro house,0.000635,0.871,0.631,125.022,0.281,0.0585,0.545,0.00775
electro house,0.00761,0.657,0.842,125.023,0.216,0.0811,0.0579,0.103
progressive electro house,0.00761,0.657,0.842,125.023,0.216,0.0811,0.0579,0.103
electro house,0.00355,0.737,0.654,127.001,0.225,0.108,0.0807,0.000273
progressive electro house,0.00355,0.737,0.654,127.001,0.225,0.108,0.0807,0.000273
electro house,0.00242,0.769,0.53,129.011,0.433,0.0878,0.117,0.23
progressive electro house,0.00242,0.769,0.53,129.011,0.433,0.0878,0.117,0.23
electro house,0.00143,0.945,0.582,127.996,0.325,0.0481,0.0912,0.705
progressive electro house,0.00143,0.945,0.582,127.996,0.325,0.0481,0.0912,0.705
electro house,0.0161,0.887,0.512,173.966,0.457,0.0428,0.2,0.257
progressive electro house,0.0161,0.887,0.512,173.966,0.457,0.0428,0.2,0.257
electro house,0.0195,0.87,0.528,173.959,0.164,0.0482,0.0737,0.464
progressive electro house,0.0195,0.87,0.528,173.959,0.164,0.0482,0.0737,0.464
electro house,8.88e-05,0.74,0.598,129.022,0.261,0.0335,0.207,0.914
progressive electro house,8.88e-05,0.74,0.598,129.022,0.261,0.0335,0.207,0.914
electro house,0.0054,0.885,0.452,129.021,0.125,0.0524,0.0701,0.901
progressive electro house,0.0054,0.885,0.452,129.021,0.125,0.0524,0.0701,0.901
electropowerpop,0.0543,0.894,0.602,128.023,0.44,0.175,0.184,7.52e-06
electropowerpop,0.0665,0.875,0.55,113.707,0.291,0.3,0.658,0
electropowerpop,0.0133,0.958,0.46,140.521,0.231,0.178,0.407,1.49e-06
electropowerpop,0.0244,0.791,0.644,128.03,0.531,0.0319,0.368,1.89e-05
electropowerpop,0.205,0.905,0.527,128.007,0.418,0.337,0.179,0
electropowerpop,0.00174,0.93,0.583,116.067,0.174,0.0669,0.364,0
electro house,0.0171,0.904,0.528,127.995,0.196,0.165,0.0708,0
electro house,0.164,0.684,0.531,123.86,0.14,0.0548,0.183,0
electro house,0.0638,0.82,0.418,127.661,0.57,0.211,0.0839,0.00229
electro house,0.291,0.932,0.614,128.061,0.293,0.177,0.0616,0
electro house,0.0854,0.741,0.642,128.029,0.359,0.0731,0.0598,0.00185
electro house,0.137,0.89,0.307,127.991,0.279,0.28,0.117,0
electro house,0.0106,0.62,0.698,130.005,0.433,0.073,0.0621,0
electro house,0.0229,0.747,0.695,125.947,0.486,0.0526,0.184,0
electro house,0.255,0.908,0.609,129.967,0.534,0.184,0.0934,0
electro house,0.00701,0.951,0.662,128.034,0.805,0.0619,0.744,0.206
electro house,0.123,0.884,0.62,130.042,0.472,0.164,0.358,6.77e-06
electro house,0.0981,0.911,0.676,129.95,0.683,0.0877,0.0891,2.32e-06
electro house,0.137,0.619,0.856,130.027,0.39,0.118,0.0874,0.08
electro house,0.0307,0.813,0.407,132.032,0.558,0.0394,0.11,0
electro house,0.0474,0.939,0.489,130.048,0.674,0.0732,0.173,0.004
electro house,0.00976,0.972,0.597,145.11,0.409,0.166,0.332,0.000205
electro house,0.178,0.86,0.5,122.969,0.324,0.111,0.0934,0
electro house,0.0261,0.653,0.86,125.97,0.648,0.204,0.0672,7.36e-06
electro house,0.00013,0.936,0.595,123.958,0.249,0.0381,0.586,0.27
electro house,0.00143,0.771,0.624,125.965,0.366,0.299,0.111,0.000297
electro house,0.159,0.72,0.908,129.984,0.429,0.0951,0.0923,0.581
electro house,0.0972,0.764,0.866,131.97,0.714,0.206,0.368,0.0421
electro house,0.714,0.483,0.611,120.108,0.419,0.108,0.104,8.29e-05
electro house,0.299,0.569,0.891,129.992,0.588,0.191,0.0834,0.161
electro house,0.0124,0.685,0.679,126,0.428,0.13,0.0809,0.323
electro house,0.154,0.641,0.773,130.008,0.519,0.0459,0.366,0.145
electro house,0.00422,0.954,0.786,130.03,0.821,0.172,0.0993,0.25
electro house,0.0086,0.994,0.684,130.026,0.352,0.0977,0.0575,0.358
electro house,0.000672,0.953,0.578,129.988,0.114,0.0357,0.602,0.509
electro house,0.184,0.803,0.785,129.978,0.667,0.273,0.226,0.306
electro house,0.0392,0.975,0.812,129.985,0.144,0.0596,0.0668,0.712
electro house,0.0188,0.892,0.839,124.983,0.714,0.233,0.286,0.00161
electro house,0.0113,0.918,0.618,129.237,0.377,0.0652,0.0749,0.00167
electronic,0.978,0.104,0.152,142.211,0.0299,0.0467,0.0721,0.841
electronic,0.901,0.0407,0.14,141.222,0.0313,0.0422,0.102,0.849
electronic,0.45,0.22,0.21,138.217,0.0321,0.047,0.137,0.898
electronic,0.987,0.0229,0.141,141.423,0.0478,0.0472,0.0929,0.946
electronic,0.956,0.00338,0.154,134.067,0.0238,0.0436,0.12,0.766
electronic,0.968,0.168,0.246,132.261,0.0727,0.0566,0.0481,0.878
electronic,0.846,0.0285,0.0652,71.542,0.0335,0.0472,0.1,0.684
electronic,0.902,0.0229,0.153,134.875,0.0362,0.0473,0.137,0.776
electronic,0.885,0.0599,0.182,137.654,0.0323,0.0487,0.0965,0.885
electronic,0.197,0.106,0.15,138.958,0.0281,0.0509,0.106,0.927
electronic,0.788,0.0279,0.143,139.5,0.0295,0.057,0.103,0.972
electro swing,0.162,0.393,0.323,119.907,0.0548,0.0525,0.859,0.494
electro swing,0.00355,0.63,0.789,125.009,0.349,0.0884,0.376,0.00172
electro swing,0.162,0.78,0.731,113,0.72,0.0801,0.907,0.000582
electro swing,0.0624,0.875,0.669,120.02,0.759,0.0479,0.97,7.48e-05
electro swing,0.135,0.851,0.793,120.004,0.654,0.139,0.858,0.000152
electro swing,0.0048,0.835,0.608,124.979,0.364,0.101,0.986,0.00021
electro swing,0.0196,0.812,0.794,122.966,0.632,0.0867,0.959,2.31e-06
electro swing,0.00557,0.901,0.651,127.981,0.349,0.064,0.978,5.91e-05
electro swing,0.114,0.755,0.762,124.979,0.212,0.124,0.345,0.718
electro swing,0.0217,0.773,0.637,125.072,0.542,0.237,0.967,0.808
electro swing,0.00509,0.808,0.561,127.943,0.333,0.131,0.915,0.000541
electro swing,0.014,0.831,0.796,125.029,0.631,0.0586,0.984,0.42
electro swing,0.0328,0.769,0.719,124.918,0.412,0.0767,0.971,0.00611
electro swing,0.0851,0.753,0.834,119.973,0.684,0.26,0.501,0.0105
electro swing,0.0292,0.772,0.614,127.998,0.297,0.0633,0.957,7.15e-05
electro swing,0.0338,0.798,0.664,125.055,0.349,0.0363,0.918,0.0119
electro,0.000452,0.466,0.923,100.004,0.619,0.133,0.0864,5.89e-06
electro,0.00322,0.679,0.846,100.957,0.735,0.0676,0.0646,0
electro,0.09,0.871,0.876,117.041,0.6,0.106,0.0341,1.77e-05
electro,0.0151,0.937,0.74,132.494,0.665,0.0882,0.08,2.49e-05
electro,0.187,0.952,0.741,91.001,0.687,0.125,0.249,0
electro,0.0985,0.877,0.931,95.959,0.587,0.255,0.118,3.81e-05
electro,0.00396,0.859,0.884,97,0.75,0.132,0.803,0
electro,0.00983,0.857,0.88,92.008,0.669,0.238,0.772,3.02e-06
electro,0.00108,0.942,0.855,91.044,0.675,0.199,0.302,0
electro,0.169,0.811,0.797,136.013,0.907,0.0328,0.182,1.59e-05
electro,0.0191,0.492,0.791,95.939,0.448,0.113,0.11,0.000117
electro,0.124,0.804,0.961,104.122,0.913,0.0596,0.0623,0.00103
electro,0.000959,0.712,0.728,92.92,0.671,0.0473,0.0806,0.000215
electro,0.0784,0.649,0.883,96.098,0.964,0.0406,0.0457,0
electro,0.00188,0.732,0.908,95.987,0.221,0.182,0.221,0.00717
electro,0.000509,0.721,0.864,90,0.374,0.202,0.348,6.35e-05
electro house,0.0853,0.434,0.526,124.166,0.621,0.764,0.548,0
progressive electro house,0.0853,0.434,0.526,124.166,0.621,0.764,0.548,0
electro house,0.00135,0.663,0.725,113.972,0.521,0.222,0.0576,0.013
progressive electro house,0.00135,0.663,0.725,113.972,0.521,0.222,0.0576,0.013
electro house,0.000875,0.846,0.587,125.682,0.579,0.0535,0.321,0.113
progressive electro house,0.000875,0.846,0.587,125.682,0.579,0.0535,0.321,0.113
electro house,0.147,0.7,0.517,127.508,0.453,0.0499,0.15,0.000875
progressive electro house,0.147,0.7,0.517,127.508,0.453,0.0499,0.15,0.000875
electro house,0.00134,0.708,0.64,128.021,0.434,0.101,0.211,0.0499
progressive electro house,0.00134,0.708,0.64,128.021,0.434,0.101,0.211,0.0499
electro house,0.0026,0.885,0.52,128.016,0.123,0.0577,0.0811,0.479
progressive electro house,0.0026,0.885,0.52,128.016,0.123,0.0577,0.0811,0.479
electro house,0.00349,0.857,0.664,127.987,0.168,0.0644,0.114,0.14
progressive electro house,0.00349,0.857,0.664,127.987,0.168,0.0644,0.114,0.14
electro house,0.0117,0.853,0.536,127.968,0.439,0.105,0.596,0
progressive electro house,0.0117,0.853,0.536,127.968,0.439,0.105,0.596,0
electro house,0.000259,0.969,0.568,128.014,0.376,0.0834,0.342,0.196
progressive electro house,0.000259,0.969,0.568,128.014,0.376,0.0834,0.342,0.196
electro house,0.00235,0.958,0.569,128.021,0.403,0.0566,0.11,0.895
progressive electro house,0.00235,0.958,0.569,128.021,0.403,0.0566,0.11,0.895
electro house,0.0867,0.828,0.514,128.101,0.105,0.101,0.23,0.00147
progressive electro house,0.0867,0.828,0.514,128.101,0.105,0.101,0.23,0.00147
electro house,0.0691,0.779,0.498,128.051,0.43,0.102,0.456,8.99e-06
progressive electro house,0.0691,0.779,0.498,128.051,0.43,0.102,0.456,8.99e-06
electro house,0.0766,0.605,0.709,127.997,0.17,0.0454,0.19,0.0218
progressive electro house,0.0766,0.605,0.709,127.997,0.17,0.0454,0.19,0.0218
electro house,0.00767,0.655,0.696,127.995,0.271,0.0406,0.11,0.277
progressive electro house,0.00767,0.655,0.696,127.995,0.271,0.0406,0.11,0.277
electro house,0.0617,0.631,0.785,128.482,0.751,0.378,0.098,0
progressive electro house,0.0617,0.631,0.785,128.482,0.751,0.378,0.098,0
electronic,0.437,0.393,0.665,92.025,0.22,0.0265,0.116,0.796
electronic,0.0105,0.654,0.628,158.02,0.548,0.0431,0.157,0.49
electronic,0.495,0.358,0.72,100.044,0.592,0.0351,0.186,0.0354
electronic,0.0115,0.84,0.549,100.026,0.536,0.0392,0.142,0.751
electronic,0.876,0.384,0.695,115.009,0.378,0.0345,0.102,0.000467
electronic,0.745,0.347,0.36,147.263,0.0876,0.0503,0.107,0.0508
electronic,0.414,0.591,0.81,136.028,0.304,0.0638,0.072,0.799
electronic,0.038,0.359,0.652,140.025,0.654,0.0989,0.119,0.789
electronic,0.0318,0.433,0.646,146.113,0.222,0.0351,0.114,0.667
electronic,0.00118,0.598,0.678,106.21,0.708,0.0303,0.119,0.878
electronic,0.162,0.811,0.836,126.017,0.518,0.0515,0.0818,0.814
electronic,0.404,0.376,0.317,159.315,0.12,0.134,0.0664,0.372
electronic,0.0788,0.77,0.464,103.67,0.494,0.0617,0.353,0.222
electronic,0.0113,0.758,0.644,136.004,0.0371,0.0483,0.176,0.53
progressive electro house,0.0104,0.646,0.804,125.013,0.703,0.131,0.0948,0.295
progressive electro house,0.0207,0.576,0.751,122.971,0.169,0.0392,0.281,0.44
progressive electro house,0.00106,0.665,0.787,123.986,0.654,0.0582,0.0983,0.372
progressive electro house,0.000255,0.792,0.689,125.011,0.0792,0.0643,0.0573,0.383
progressive electro house,0.012,0.882,0.766,124.967,0.445,0.0601,0.115,0.373
progressive electro house,0.00201,0.78,0.651,124.99,0.119,0.0389,0.226,0.623
electronic,0.00858,0.83,0.676,120.004,0.472,0.0595,0.157,0.042
electronic,0.0114,0.899,0.754,119.962,0.502,0.0458,0.335,3.65e-05
electronic,0.0505,0.933,0.533,120.977,0.433,0.0456,0.546,0.00361
electronic,0.00547,0.906,0.7,119.005,0.0628,0.0396,0.107,0.653
electronic,0.00666,0.905,0.432,124.999,0.296,0.0819,0.152,0.617
electronic,0.000244,0.964,0.714,122.009,0.526,0.0647,0.307,0.774
electronic,0.0716,0.799,0.673,127.012,0.325,0.0611,0.0964,0.628
electronic,0.759,0.337,0.42,147.074,0.0458,0.051,0.109,0.45
electronic,0.00397,0.732,0.767,150.953,0.438,0.0992,0.0962,0.654
electronic,0.542,0.202,0.175,121.061,0.0594,0.0463,0.0599,0.764
electronic,0.1,0.594,0.604,124.017,0.206,0.0261,0.177,0.262
electro house,0.00662,0.807,0.342,180.106,0.208,0.0452,0.0771,0.654
electro house,0.0224,0.866,0.479,90.041,0.576,0.113,0.313,0.00216
electro house,0.0415,0.943,0.569,143.974,0.547,0.0351,0.117,0.00937
electro house,0.05,0.921,0.65,173.994,0.666,0.27,0.0888,0.00214
electro house,0.176,0.671,0.614,119.989,0.763,0.0296,0.125,0.0878
electro house,0.00475,0.835,0.742,111.003,0.072,0.0573,0.184,0.173
electro house,0.121,0.881,0.378,74.711,0.0688,0.259,0.111,0.00271
electro house,0.00824,0.586,0.35,96.808,0.245,0.408,0.0863,1.13e-06
electro house,0.0179,0.901,0.614,110.008,0.295,0.0388,0.0723,0.00148
electro house,0.294,0.567,0.559,114.162,0.324,0.352,0.102,0.00365
electro house,0.0028,0.872,0.438,150.026,0.151,0.361,0.28,0.589
electro house,0.123,0.813,0.351,127.979,0.0853,0.0615,0.31,0.00031
electronic,0.00722,0.811,0.608,124.027,0.24,0.0436,0.109,0.694
electronic,0.000477,0.959,0.562,126.993,0.356,0.0424,0.117,0.527
electronic,0.00123,0.368,0.815,124,0.437,0.0499,0.0868,0.432
electronic,0.0216,0.639,0.6,123.984,0.129,0.0339,0.0921,0.811
electronic,0.0282,0.334,0.628,123.996,0.108,0.033,0.0734,0.903
electronic,0.142,0.675,0.686,122.027,0.0962,0.0333,0.0839,0.825
electronic,0.000253,0.726,0.73,124.018,0.176,0.0442,0.0726,0.875
electronic,0.192,0.662,0.719,119.984,0.19,0.116,0.0811,0.0209
electronic,0.000545,0.748,0.642,124.009,0.129,0.0353,0.138,0.772
electropowerpop,0.0306,0.811,0.524,79.901,0.307,0.0964,0.142,0.521
electropowerpop,0.193,0.718,0.542,77.011,0.117,0.0474,0.499,9.09e-05
electropowerpop,0.122,0.876,0.664,130.06,0.531,0.185,0.133,1.05e-06
electropowerpop,0.00171,0.851,0.581,145.011,0.666,0.0799,0.408,0
electropowerpop,0.00568,0.83,0.696,127.991,0.553,0.0361,0.0758,0.000242
electropowerpop,0.147,0.814,0.582,114.041,0.372,0.0314,0.13,0
electropowerpop,0.0963,0.819,0.551,166.031,0.496,0.0595,0.09,0
electropowerpop,0.0132,0.857,0.546,152.93,0.556,0.0396,0.126,0
electropowerpop,0.0053,0.904,0.62,132,0.692,0.13,0.0357,0
electropowerpop,0.0283,0.961,0.737,140.003,0.735,0.242,0.0596,5.16e-06
electropowerpop,0.0164,0.917,0.44,139.705,0.318,0.116,0.112,0
electro house,0.000216,0.949,0.543,128.039,0.229,0.269,0.0934,0.055
electro house,0.000385,0.874,0.682,127.99,0.41,0.249,0.0566,0.0376
electro house,0.00455,0.887,0.686,126.012,0.157,0.0986,0.0616,0.669
electro house,0.000153,0.737,0.826,126.006,0.563,0.092,0.29,0.00448
electro house,0.000716,0.804,0.827,128.048,0.675,0.0803,0.328,0.539
electro house,0.00597,0.663,0.695,120.011,0.346,0.0321,0.471,0.226
electro house,0.0585,0.935,0.622,125.999,0.223,0.0359,0.271,0.925
electro house,5.36e-05,0.968,0.615,128.003,0.227,0.0392,0.0919,0.869
electro house,0.000273,0.844,0.62,125.996,0.176,0.0337,0.299,0.965
electro house,0.000548,0.814,0.638,127,0.0994,0.0286,0.0908,0.946
electro house,0.000231,0.735,0.645,126.027,0.616,0.0299,0.645,0.927
electro house,0.000679,0.776,0.639,124.989,0.403,0.049,0.0496,0.00596
electro house,0.000276,0.833,0.516,127.018,0.0383,0.0325,0.511,0.847
electro house,0.00021,0.891,0.703,125.995,0.102,0.0431,0.0787,0.87
electro house,0.0312,0.633,0.74,126.01,0.173,0.0418,0.131,0.758
electro house,0.00728,0.883,0.348,118.317,0.158,0.0663,0.154,0.0797
electro house,0.00274,0.635,0.422,126.01,0.0376,0.034,0.245,0.759
electro house,0.000325,0.834,0.359,180.017,0.161,0.0384,0.143,0.000195
electro house,0.00697,0.874,0.642,126.994,0.19,0.0266,0.633,0.0733
electro house,0.00457,0.921,0.745,126.992,0.229,0.0426,0.676,0.929
electro house,3.58e-05,0.984,0.493,125.011,0.0294,0.0439,0.105,0.896
electro house,0.00418,0.748,0.491,125.995,0.035,0.0372,0.127,0.35
electro house,0.000985,0.908,0.575,127.001,0.67,0.0433,0.679,0.861
electro house,0.00669,0.879,0.482,126.992,0.252,0.0408,0.204,0.831
electro house,0.000773,0.738,0.283,123.293,0.193,0.037,0.078,0.806
electro house,0.00088,0.957,0.441,127.983,0.265,0.0765,0.383,0.0325
electro house,0.00148,0.911,0.518,128.014,0.126,0.086,0.516,0
electro house,0.0329,0.953,0.534,109.978,0.0832,0.0836,0.189,0.188
electro house,0.171,0.702,0.649,128.016,0.063,0.0328,0.519,0.000638
electro house,0.0977,0.972,0.559,128.037,0.105,0.156,0.0953,0.0966
electro house,0.0172,0.759,0.559,128.001,0.141,0.0394,0.158,0.00558
electro house,0.0113,0.752,0.697,124.996,0.21,0.0378,0.33,0.462
electro house,0.141,0.739,0.535,127.959,0.198,0.0389,0.265,0.00103
electro house,0.00297,0.944,0.655,122.003,0.0388,0.0675,0.353,0.0443
electro house,0.0431,0.539,0.541,129.917,0.131,0.0533,0.0716,0
electro house,0.0289,0.911,0.623,126.485,0.314,0.0377,0.128,0.382
electro house,0.0636,0.654,0.423,125.025,0.0357,0.0448,0.155,0.000104
electro house,0.841,0.325,0.47,87.466,0.443,0.0734,0.12,0
electropowerpop,0.000326,0.805,0.48,124.751,0.517,0.177,0.267,0
electropowerpop,0.000226,0.837,0.638,129.95,0.782,0.064,0.121,0
electropowerpop,0.00527,0.732,0.467,159.96,0.344,0.0665,0.0715,0
electropowerpop,0.00643,0.783,0.51,144.998,0.333,0.0499,0.149,1.22e-06
electropowerpop,0.00237,0.814,0.657,128.018,0.809,0.14,0.0398,0
electropowerpop,0.0564,0.91,0.576,131.028,0.705,0.043,0.122,5.04e-05
electropowerpop,0.00139,0.639,0.657,126.015,0.855,0.237,0.0699,4.09e-06
electropowerpop,0.0104,0.81,0.699,126.003,0.52,0.095,0.522,0
electropowerpop,0.108,0.817,0.558,171.94,0.368,0.146,0.103,3.6e-05
electropowerpop,0.00581,0.735,0.618,128.008,0.143,0.0362,0.078,3.58e-05
electropowerpop,0.097,0.845,0.572,127.894,0.505,0.121,0.108,0
electro swing,0.592,0.938,0.767,123.992,0.876,0.0505,0.118,0.0193
electro swing,0.000867,0.848,0.554,89.999,0.553,0.0815,0.42,0.0298
electro swing,0.0911,0.941,0.762,123.955,0.857,0.0494,0.0599,0.16
electro swing,0.23,0.663,0.614,140.015,0.397,0.0406,0.297,0.00328
electro swing,0.314,0.817,0.772,104.04,0.52,0.265,0.0761,0.00338
electro swing,0.199,0.958,0.83,120.014,0.651,0.22,0.112,2.48e-05
electro swing,0.449,0.839,0.585,95.009,0.487,0.0468,0.356,0.417
electro swing,0.167,0.881,0.803,125.992,0.786,0.189,0.221,0.002
electro swing,0.32,0.872,0.774,105.986,0.646,0.0513,0.048,0.407
electro swing,0.475,0.704,0.726,122.007,0.487,0.0321,0.22,0.917
electro swing,0.07,0.868,0.766,94.019,0.706,0.0438,0.127,0.834
electro house,0.0982,0.457,0.65,102.465,0.0252,0.334,0.386,0.892
progressive electro house,0.0982,0.457,0.65,102.465,0.0252,0.334,0.386,0.892
electro house,0.334,0.712,0.556,126.053,0.273,0.0392,0.0825,0
progressive electro house,0.334,0.712,0.556,126.053,0.273,0.0392,0.0825,0
electro house,0.234,0.778,0.684,125.954,0.728,0.0425,0.062,3.51e-05
progressive electro house,0.234,0.778,0.684,125.954,0.728,0.0425,0.062,3.51e-05
electro house,0.00338,0.896,0.569,128.083,0.113,0.0489,0.0633,0.958
progressive electro house,0.00338,0.896,0.569,128.083,0.113,0.0489,0.0633,0.958
electro house,0.0676,0.818,0.686,126.025,0.613,0.0521,0.475,2.34e-06
progressive electro house,0.0676,0.818,0.686,126.025,0.613,0.0521,0.475,2.34e-06
electro house,0.27,0.834,0.565,159.988,0.337,0.03,0.108,0.00592
progressive electro house,0.27,0.834,0.565,159.988,0.337,0.03,0.108,0.00592
electro house,0.11,0.813,0.643,127.987,0.735,0.04,0.351,1.92e-05
progressive electro house,0.11,0.813,0.643,127.987,0.735,0.04,0.351,1.92e-05
electro house,0.00456,0.963,0.687,128.042,0.214,0.0449,0.139,0.925
progressive electro house,0.00456,0.963,0.687,128.042,0.214,0.0449,0.139,0.925
electro house,0.176,0.933,0.719,125.088,0.353,0.0606,0.295,0.00182
progressive electro house,0.176,0.933,0.719,125.088,0.353,0.0606,0.295,0.00182
electro house,0.0288,0.849,0.505,128.064,0.308,0.0455,0.31,1.77e-05
progressive electro house,0.0288,0.849,0.505,128.064,0.308,0.0455,0.31,1.77e-05
electro house,0.0325,0.81,0.572,124.003,0.592,0.0326,0.371,0.000177
progressive electro house,0.0325,0.81,0.572,124.003,0.592,0.0326,0.371,0.000177
electro house,0.0657,0.799,0.311,194.096,0.484,0.134,0.164,0
progressive electro house,0.0657,0.799,0.311,194.096,0.484,0.134,0.164,0
electro house,0.00596,0.739,0.388,128,0.147,0.0461,0.276,3.2e-05
progressive electro house,0.00596,0.739,0.388,128,0.147,0.0461,0.276,3.2e-05
electro house,0.018,0.982,0.623,126.029,0.551,0.041,0.0619,0.821
progressive electro house,0.018,0.982,0.623,126.029,0.551,0.041,0.0619,0.821
electro house,0.308,0.826,0.352,128.32,0.54,0.0587,0.195,0
progressive electro house,0.308,0.826,0.352,128.32,0.54,0.0587,0.195,0
electronic,0.595,0.771,0.498,100.003,0.273,0.0363,0.279,0.609
electronic,0.149,0.843,0.848,135.63,0.234,0.168,0.523,0.109
electronic,0.513,0.911,0.397,125.681,0.212,0.0524,0.278,0.237
electronic,0.281,0.876,0.758,89.784,0.679,0.203,0.18,0.00309
electronic,0.0249,0.991,0.626,118.69,0.0961,0.12,0.142,0.625
electronic,0.0741,0.933,0.746,99.988,0.454,0.0828,0.467,0.0496
electronic,0.00215,0.867,0.71,124.989,0.932,0.0679,0.653,0.0313
electronic,0.286,0.95,0.659,195.947,0.857,0.201,0.355,0.46
electronic,0.127,0.902,0.575,125.025,0.553,0.133,0.047,0.00109
electronic,0.269,0.782,0.646,149.995,0.885,0.0619,0.188,1.44e-05
electronic,0.424,0.547,0.379,124.621,0.0761,0.108,0.189,0.00458
electronic,0.0162,0.816,0.691,128.01,0.546,0.0526,0.613,0.275
electronic,0.000722,0.557,0.811,123.006,0.729,0.0613,0.0378,0.715
