genres,acousticness,energy,danceability,tempo,valence,speechiness,liveness,instrumentalness
neoclassical,0.528,0.446,0.387,125.059,0.0929,0.0381,0.112,0.856
neoclassical,0.695,0.075,0.197,136.625,0.0491,0.0373,0.109,0.967
neoclassical,0.432,0.00813,0.0927,88.246,0.0364,0.0381,0.123,0.847
neoclassical,0.672,0.457,0.177,119.631,0.0558,0.0792,0.117,0.934
classical,0.994,0.0151,0.423,66.628,0.0385,0.0747,0.0617,0.914
classical,0.988,0.0683,0.428,62.846,0.0713,0.0412,0.0935,0.702
classical,0.994,0.0263,0.427,129.44,0.0365,0.0494,0.0999,0.855
classical,0.988,0.0385,0.363,110.163,0.0377,0.0461,0.128,0.841
classical,0.943,0.0205,0.5,82.823,0.0606,0.259,0.0921,0.754
classical,0.991,0.0174,0.316,80.404,0.17,0.0499,0.123,0.865
classical,0.973,0.0959,0.346,136.14,0.0399,0.0427,0.158,0.945
classical,0.984,0.185,0.308,68.297,0.0379,0.0342,0.111,0.897
classical,0.994,0.0741,0.453,101.299,0.227,0.0428,0.115,0.929
classical,0.994,0.0379,0.313,73.287,0.228,0.051,0.0976,0.902
classical,0.995,0.102,0.299,141.454,0.469,0.0402,0.0943,0.929
classical,0.994,0.153,0.254,148.947,0.35,0.0394,0.0694,0.894
classical,0.992,0.0179,0.249,99.112,0.253,0.0418,0.0633,0.939
classical,0.994,0.142,0.317,142.135,0.599,0.0355,0.109,0.919
classical,0.995,0.0993,0.337,140.712,0.394,0.0446,0.163,0.905
classical,0.995,0.0667,0.359,78.367,0.461,0.0427,0.14,0.904
classical,0.995,0.0489,0.345,139.938,0.322,0.0364,0.106,0.919
classical,0.995,0.143,0.601,111.326,0.742,0.0549,0.123,0.898
classical,0.993,0.161,0.397,77.66,0.624,0.0501,0.0967,0.801
classical,0.995,0.0743,0.255,173.342,0.563,0.0431,0.115,0.904
classical,0.996,0.0459,0.254,95.19,0.227,0.0492,0.0876,0.908
classical,0.995,0.156,0.479,139.346,0.632,0.038,0.106,0.881
classical,0.994,0.0647,0.263,77.752,0.36,0.0389,0.0739,0.91
classical,0.994,0.0708,0.322,110.957,0.37,0.0414,0.214,0.925
classical,0.991,0.339,0.449,89.803,0.319,0.0483,0.101,0.895
classical,0.941,0.0668,0.115,80.739,0.0386,0.0436,0.108,0.0628
classical christmas,0.941,0.0668,0.115,80.739,0.0386,0.0436,0.108,0.0628
classical,0.979,0.0267,0.275,77.097,0.128,0.0716,0.123,0
classical christmas,0.979,0.0267,0.275,77.097,0.128,0.0716,0.123,0
classical,0.994,0.0514,0.271,122.443,0.367,0.0382,0.106,0.0709
classical christmas,0.994,0.0514,0.271,122.443,0.367,0.0382,0.106,0.0709
classical,0.979,0.0135,0.247,70.758,0.0952,0.0497,0.129,0
classical christmas,0.979,0.0135,0.247,70.758,0.0952,0.0497,0.129,0
classical,0.982,0.109,0.363,96.869,0.464,0.0475,0.228,0
classical christmas,0.982,0.109,0.363,96.869,0.464,0.0475,0.228,0
classical,0.989,0.0093,0.299,82.033,0.157,0.0399,0.113,0
classical christmas,0.989,0.0093,0.299,82.033,0.157,0.0399,0.113,0
classical,0.971,0.0655,0.336,136.682,0.364,0.0396,0.132,0
classical christmas,0.971,0.0655,0.336,136.682,0.364,0.0396,0.132,0
classical,0.989,0.0854,0.363,99.27,0.268,0.0315,0.0911,0.0113
classical christmas,0.989,0.0854,0.363,99.27,0.268,0.0315,0.0911,0.0113
classical,0.982,0.0741,0.184,165.203,0.0894,0.048,0.139,0
classical christmas,0.982,0.0741,0.184,165.203,0.0894,0.048,0.139,0
classical,0.987,0.0465,0.179,90.435,0.114,0.0419,0.0874,0
classical christmas,0.987,0.0465,0.179,90.435,0.114,0.0419,0.0874,0
classical,0.977,0.116,0.474,119.884,0.235,0.0499,0.087,0.00017
classical christmas,0.977,0.116,0.474,119.884,0.235,0.0499,0.087,0.00017
classical,0.991,0.131,0.242,91.667,0.151,0.0389,0.406,0
classical christmas,0.991,0.131,0.242,91.667,0.151,0.0389,0.406,0
classical,0.992,0.144,0.457,104.688,0.41,0.0369,0.291,5.49e-05
classical christmas,0.992,0.144,0.457,104.688,0.41,0.0369,0.291,5.49e-05
classical,0.981,0.0428,0.224,148.705,0.0601,0.0459,0.127,0
classical christmas,0.981,0.0428,0.224,148.705,0.0601,0.0459,0.127,0
classical,0.993,0.114,0.457,119.948,0.449,0.0351,0.155,8.5e-05
classical christmas,0.993,0.114,0.457,119.948,0.449,0.0351,0.155,8.5e-05
classical,0.982,0.161,0.302,86.008,0.159,0.0476,0.132,0
classical christmas,0.982,0.161,0.302,86.008,0.159,0.0476,0.132,0
classical,0.981,0.153,0.416,176.035,0.521,0.0419,0.123,1.15e-05
classical christmas,0.981,0.153,0.416,176.035,0.521,0.0419,0.123,1.15e-05
classical,0.99,0.0509,0.342,110.178,0.203,0.0491,0.223,0
classical christmas,0.99,0.0509,0.342,110.178,0.203,0.0491,0.223,0
classical,0.99,0.0206,0.242,75.168,0.0581,0.0491,0.0948,0
classical christmas,0.99,0.0206,0.242,75.168,0.0581,0.0491,0.0948,0
classical,0.98,0.0309,0.353,108.459,0.548,0.0397,0.247,0
classical christmas,0.98,0.0309,0.353,108.459,0.548,0.0397,0.247,0
classical,0.988,0.0188,0.168,70.771,0.0355,0.0486,0.137,2.8e-06
classical christmas,0.988,0.0188,0.168,70.771,0.0355,0.0486,0.137,2.8e-06
classical,0.979,0.0349,0.32,113.599,0.33,0.0516,0.105,0
classical christmas,0.979,0.0349,0.32,113.599,0.33,0.0516,0.105,0
classical,0.991,0.0798,0.452,99.65,0.329,0.0345,0.105,2.39e-05
classical christmas,0.991,0.0798,0.452,99.65,0.329,0.0345,0.105,2.39e-05
classical,0.982,0.0482,0.307,174.853,0.306,0.0582,0.109,0
classical christmas,0.982,0.0482,0.307,174.853,0.306,0.0582,0.109,0
classical,0.988,0.0956,0.408,121.12,0.495,0.0486,0.0654,0
classical christmas,0.988,0.0956,0.408,121.12,0.495,0.0486,0.0654,0
classical,0.98,0.19,0.37,96.108,0.393,0.0485,0.248,0
classical christmas,0.98,0.19,0.37,96.108,0.393,0.0485,0.248,0
classical,0.964,0.0571,0.336,99.131,0.0526,0.0497,0.121,0
classical christmas,0.964,0.0571,0.336,99.131,0.0526,0.0497,0.121,0
classical,0.995,0.00198,0.367,67.492,0.125,0.0381,0.077,0.851
classical christmas,0.995,0.00198,0.367,67.492,0.125,0.0381,0.077,0.851
classical,0.996,0.0289,0.481,65.259,0.497,0.0387,0.149,0.93
classical christmas,0.996,0.0289,0.481,65.259,0.497,0.0387,0.149,0.93
classical,0.994,0.0969,0.313,77.746,0.867,0.0367,0.131,0.893
classical christmas,0.994,0.0969,0.313,77.746,0.867,0.0367,0.131,0.893
classical,0.996,0.00267,0.321,68.058,0.369,0.0451,0.122,0.89
classical christmas,0.996,0.00267,0.321,68.058,0.369,0.0451,0.122,0.89
classical,0.995,0.065,0.303,66.25,0.201,0.0324,0.105,0.839
classical christmas,0.995,0.065,0.303,66.25,0.201,0.0324,0.105,0.839
classical,0.996,0.126,0.676,128.798,0.746,0.0747,0.118,0.941
classical christmas,0.996,0.126,0.676,128.798,0.746,0.0747,0.118,0.941
classical,0.995,0.0032,0.266,70.969,0.265,0.0518,0.0814,0.895
classical christmas,0.995,0.0032,0.266,70.969,0.265,0.0518,0.0814,0.895
classical,0.994,0.0727,0.372,68.672,0.0972,0.0448,0.102,0.93
classical christmas,0.994,0.0727,0.372,68.672,0.0972,0.0448,0.102,0.93
classical,0.995,0.134,0.418,78.973,0.461,0.0333,0.139,0.896
classical christmas,0.995,0.134,0.418,78.973,0.461,0.0333,0.139,0.896
classical,0.996,0.00678,0.334,128.341,0.106,0.0496,0.124,0.885
classical christmas,0.996,0.00678,0.334,128.341,0.106,0.0496,0.124,0.885
classical,0.995,0.0125,0.341,128.751,0.196,0.0358,0.101,0.872
classical christmas,0.995,0.0125,0.341,128.751,0.196,0.0358,0.101,0.872
classical,0.996,0.0023,0.265,72.044,0.119,0.0389,0.0785,0.912
classical christmas,0.996,0.0023,0.265,72.044,0.119,0.0389,0.0785,0.912
classical,0.991,0.000558,0.424,68.216,0.069,0.065,0.0721,0.271
classical christmas,0.991,0.000558,0.424,68.216,0.069,0.065,0.0721,0.271
classical,0.991,0.0784,0.263,111.903,0.0331,0.04,0.0863,0.947
classical christmas,0.991,0.0784,0.263,111.903,0.0331,0.04,0.0863,0.947
classical,0.995,0.00171,0.264,75.375,0.0396,0.0596,0.0573,0.898
classical christmas,0.995,0.00171,0.264,75.375,0.0396,0.0596,0.0573,0.898
classical,0.986,0.121,0.314,70.073,0.04,0.0407,0.0945,0.9
classical christmas,0.986,0.121,0.314,70.073,0.04,0.0407,0.0945,0.9
classical,0.994,0.0842,0.241,74.023,0.172,0.035,0.139,0.888
classical christmas,0.994,0.0842,0.241,74.023,0.172,0.035,0.139,0.888
classical,0.994,0.0299,0.208,66.884,0.0748,0.0512,0.125,0.892
classical christmas,0.994,0.0299,0.208,66.884,0.0748,0.0512,0.125,0.892
classical,0.993,0.0746,0.325,124.611,0.0952,0.0392,0.103,0.87
classical christmas,0.993,0.0746,0.325,124.611,0.0952,0.0392,0.103,0.87
classical,0.994,0.00216,0.289,139.108,0.0469,0.043,0.0766,0.87
classical christmas,0.994,0.00216,0.289,139.108,0.0469,0.043,0.0766,0.87
classical,0.994,0.0398,0.341,72.07,0.258,0.0348,0.0952,0.857
classical christmas,0.994,0.0398,0.341,72.07,0.258,0.0348,0.0952,0.857
classical,0.995,0.00415,0.214,72.447,0.0827,0.0537,0.084,0.899
classical christmas,0.995,0.00415,0.214,72.447,0.0827,0.0537,0.084,0.899
classical,0.993,0.2,0.314,76.508,0.0951,0.039,0.111,0.903
classical christmas,0.993,0.2,0.314,76.508,0.0951,0.039,0.111,0.903
classical,0.993,0.0638,0.351,98.918,0.285,0.0402,0.203,0.885
classical christmas,0.993,0.0638,0.351,98.918,0.285,0.0402,0.203,0.885
classical performance,0.99,0.0728,0.306,81.949,0.071,0.0497,0.0619,0.906
classical performance,0.983,0.0528,0.307,165.409,0.104,0.0478,0.0889,0.891
classical performance,0.983,0.1,0.397,64.563,0.0982,0.0409,0.103,0.895
classical performance,0.99,0.036,0.373,100.442,0.0578,0.0372,0.11,0.857
classical performance,0.994,0.0106,0.4,68.935,0.0694,0.0446,0.044,0.899
classical performance,0.986,0.143,0.375,132.454,0.257,0.0375,0.0773,0.877
classical performance,0.992,0.00424,0.389,133.936,0.194,0.0423,0.076,0.897
classical performance,0.995,0.0132,0.3,83.693,0.0935,0.0387,0.0917,0.871
classical performance,0.992,0.00417,0.413,101.767,0.0954,0.0493,0.0775,0.798
classical performance,0.993,0.0115,0.385,63.843,0.157,0.0438,0.117,0.879
classical performance,0.994,0.191,0.379,88.101,0.378,0.0318,0.168,0.829
classical performance,0.992,0.116,0.392,98.153,0.181,0.0341,0.113,0.895
classical performance,0.983,0.268,0.402,77.115,0.388,0.0324,0.0531,0.918
classical performance,0.994,0.00328,0.415,134.06,0.111,0.0571,0.075,0.931
classical performance,0.99,0.0466,0.437,132.601,0.168,0.0361,0.0683,0.947
classical performance,0.99,0.0521,0.405,119.82,0.227,0.0376,0.133,0.917
classical,0.979,0.0159,0.0795,76.063,0.0791,0.0401,0.124,0.261
classical,0.97,0.134,0.133,69.952,0.0397,0.0642,0.0528,0.0189
classical,0.976,0.347,0.317,141.66,0.127,0.0872,0.739,0
classical,0.953,0.149,0.199,83.49,0.0717,0.0464,0.345,9.53e-05
classical,0.962,0.142,0.249,168.919,0.0786,0.0525,0.0594,8.88e-06
classical,0.977,0.0682,0.32,135.829,0.119,0.0411,0.101,0.00737
classical,0.99,0.164,0.281,80.079,0.107,0.044,0.0636,0.0462
classical,0.97,0.0261,0.175,92.391,0.0591,0.0444,0.357,0.000121
classical,0.938,0.255,0.478,94.769,0.497,0.05,0.101,0.000316
classical,0.919,0.19,0.337,114.118,0.128,0.0472,0.132,0.0304
classical,0.949,0.189,0.192,74.462,0.224,0.0409,0.102,0.00484
classical,0.979,0.137,0.178,81.274,0.0441,0.0502,0.316,1.34e-05
classical,0.983,0.0637,0.272,168.01,0.0396,0.0715,0.0851,0.00569
classical,0.972,0.19,0.371,111.197,0.252,0.0329,0.0679,0.693
classical,0.971,0.154,0.408,90.137,0.158,0.0626,0.323,0.00627
classical,0.947,0.23,0.332,124.724,0.31,0.0566,0.099,0.769
classical,0.965,0.0964,0.259,71.767,0.0386,0.0675,0.0468,1.7e-05
classical,0.955,0.415,0.344,96.918,0.19,0.0724,0.106,0.000829
classical,0.967,0.0713,0.194,76.933,0.0374,0.0549,0.159,9.45e-05
classical,0.955,0.274,0.444,107.583,0.441,0.0629,0.586,8.06e-06
classical,0.94,0.0118,0.079,80.614,0.0354,0.0407,0.12,0.0598
classical,0.877,0.347,0.267,80.323,0.0749,0.0427,0.0704,0.84
classical,0.969,0.141,0.308,92.092,0.0444,0.0634,0.16,0.000755
classical,0.954,0.0113,0.169,81.568,0.0392,0.0474,0.0819,0.00104
classical,0.982,0.122,0.375,114.582,0.0392,0.0629,0.0993,0.00174
classical,0.995,0.0533,0.15,88.089,0.0483,0.0457,0.0603,0.926
classical christmas,0.995,0.0533,0.15,88.089,0.0483,0.0457,0.0603,0.926
classical,0.987,0.114,0.25,129.231,0.0752,0.039,0.1,0.788
classical christmas,0.987,0.114,0.25,129.231,0.0752,0.039,0.1,0.788
classical,0.989,0.103,0.196,90.37,0.0529,0.0423,0.0721,0.815
classical christmas,0.989,0.103,0.196,90.37,0.0529,0.0423,0.0721,0.815
classical,0.993,0.094,0.299,81.79,0.173,0.0371,0.138,0.881
classical christmas,0.993,0.094,0.299,81.79,0.173,0.0371,0.138,0.881
classical,0.991,0.0316,0.148,72.976,0.0644,0.0392,0.0885,0.932
classical christmas,0.991,0.0316,0.148,72.976,0.0644,0.0392,0.0885,0.932
classical,0.993,0.109,0.282,136.451,0.164,0.0392,0.122,0.88
classical christmas,0.993,0.109,0.282,136.451,0.164,0.0392,0.122,0.88
classical,0.986,0.112,0.182,73.929,0.0353,0.0452,0.0921,0.803
classical christmas,0.986,0.112,0.182,73.929,0.0353,0.0452,0.0921,0.803
classical,0.985,0.0342,0.25,83.517,0.0384,0.0417,0.0818,0.665
classical christmas,0.985,0.0342,0.25,83.517,0.0384,0.0417,0.0818,0.665
classical,0.987,0.15,0.235,174.862,0.0529,0.04,0.0991,0.739
classical christmas,0.987,0.15,0.235,174.862,0.0529,0.04,0.0991,0.739
classical christmas,0.993,0.248,0.145,75.105,0.217,0.0365,0.13,0.91
classical christmas,0.969,0.0929,0.222,99.864,0.0733,0.0457,0.151,0.293
classical christmas,0.993,0.069,0.242,55.576,0.128,0.0383,0.0931,0.759
classical christmas,0.804,0.035,0.248,138.518,0.24,0.0577,0.166,0.000223
classical christmas,0.97,0.205,0.271,163.06,0.474,0.0363,0.134,0.0118
classical christmas,0.921,0.388,0.474,82.003,0.754,0.0339,0.0688,0.26
classical christmas,0.978,0.0447,0.159,86.257,0.0445,0.0531,0.116,0.0101
classical christmas,0.95,0.308,0.173,116.654,0.149,0.0379,0.114,0.706
classical christmas,0.987,0.164,0.346,81.536,0.355,0.0641,0.158,0.133
classical christmas,0.991,0.104,0.378,110.038,0.392,0.058,0.183,0.729
classical christmas,0.923,0.082,0.33,97.11,0.227,0.0475,0.181,0.00181
classical christmas,0.983,0.102,0.363,179.1,0.475,0.0368,0.168,0.855
classical christmas,0.979,0.126,0.243,66.911,0.217,0.0431,0.122,0.168
classical christmas,0.982,0.144,0.213,94.687,0.179,0.0457,0.234,0.836
classical christmas,0.956,0.207,0.307,82.792,0.298,0.0419,0.123,0.002
classical christmas,0.98,0.197,0.272,86.599,0.192,0.0343,0.546,0.00965
classical christmas,0.971,0.161,0.228,65.501,0.175,0.0365,0.136,0.896
classical christmas,0.989,0.0797,0.334,75.434,0.264,0.0382,0.207,0.00557
classical christmas,0.976,0.257,0.447,96.777,0.567,0.0331,0.0813,0.908
classical christmas,0.974,0.271,0.448,102.304,0.477,0.0305,0.331,0.724
classical christmas,0.938,0.341,0.395,72.281,0.22,0.0565,0.923,0.0724
classical christmas,0.977,0.186,0.204,83.797,0.219,0.0429,0.118,0.314
classical christmas,0.976,0.221,0.405,89.687,0.496,0.0305,0.128,0.806
classical christmas,0.947,0.127,0.394,91.51,0.665,0.038,0.118,0.0042
classical christmas,0.978,0.0448,0.171,113.249,0.11,0.0378,0.126,0.891
classical christmas,0.988,0.236,0.391,83.506,0.21,0.0375,0.371,0.373
classical christmas,0.954,0.0505,0.179,97.464,0.107,0.0454,0.157,0.199
classical christmas,0.993,0.219,0.209,85.263,0.358,0.0353,0.162,0.35
classical christmas,0.851,0.153,0.433,116.698,0.344,0.0367,0.213,0.873
classical christmas,0.965,0.197,0.297,94.056,0.295,0.0307,0.631,0.247
classical christmas,0.982,0.245,0.415,96.309,0.554,0.0295,0.146,0.699
classical christmas,0.961,0.399,0.436,95.531,0.81,0.0431,0.317,0.897
classical christmas,0.793,0.135,0.453,116.651,0.239,0.0379,0.102,0.000565
classical christmas,0.988,0.233,0.314,83.648,0.299,0.0358,0.182,0.0306
classical,0.982,0.191,0.162,79.698,0.0784,0.0455,0.0865,0.00281
classical,0.988,0.0754,0.283,136.204,0.0468,0.0501,0.123,0.000159
classical,0.974,0.0233,0.129,82.284,0.0366,0.0427,0.072,0.00986
classical,0.974,0.125,0.282,81.288,0.0709,0.0444,0.158,7.68e-06
classical,0.98,0.0448,0.292,127.972,0.0699,0.0429,0.0623,9.72e-05
classical,0.969,0.0854,0.258,86.588,0.0609,0.0412,0.0835,0.00283
classical,0.979,0.101,0.25,94.74,0.144,0.0444,0.401,0.0134
classical,0.981,0.133,0.191,82.032,0.064,0.0444,0.111,0.00266
classical,0.975,0.0919,0.262,86.686,0.0987,0.0503,0.0652,0.000377
classical,0.981,0.285,0.256,89.595,0.0393,0.0422,0.108,0.183
classical,0.983,0.209,0.277,86.647,0.237,0.0405,0.0566,0.0501
classical,0.938,0.115,0.15,173.29,0.0742,0.0419,0.122,0.00275
classical,0.978,0.158,0.252,86.708,0.039,0.0428,0.0861,0.0236
classical,0.986,0.178,0.175,84.434,0.0517,0.0437,0.0807,0.00602
classical,0.991,0.00351,0.186,81.961,0.0371,0.0404,0.0979,0.963
classical,0.949,0.244,0.282,83.371,0.0442,0.0418,0.071,0.00726
